sku,variant_id,ean,largo,problema,sugerencia,confianza,metodo,producto,variante
VHMX01030,49836352602433,"=""91234567898""",11,largo inválido (11),,,verificar contra el empaque,L-Glutamina 5mg por porción de Gou Medical | Aminoácido que interviene en la composición de las proteínas que mantienen a las células en buen estado y reparan los tejidos | 300g sin sabor,300g
VHMX02761,52082344952129,,0,vacío,,,cargar el EAN del empaque,Extracto de Ashwagandha Commons | Reduce el estrés físico y mental | Polvos de 90 y 45g,120 cápsulas
VHMX01032,49836352766273,"=""X002YYFCSL""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Citrato de Magnesio | B-Life | Fortalecimiento Óseo | 240 cápsulas,240 cápsulas
VHMX01033,49836352799041,"=""X002JACDHX""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Omega 3 Aceite Puro de Salmón 1000 mg | B-Life | Apoyo Cardiovascular | 180 cápsulas,180 cápsulas
VHMX01034,49836352864577,"=""X0036EGDN1""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Myo & D-Chiro Inositol Platinum B Life Ratio 40:1 | Balance Femenino | 240 cápsulas,240 cápsulas
VHMX01035,49836352962881,"=""X002N48K2R""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Glicinato de Magnesio | B-Life | Fortalecimiento Muscular | 180 cápsulas,240 cápsulas
VHMX01036,49836353093953,"=""X002N5D4XL""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,"B-Life | Resveratrol |Apoyo Antioxidante, Longevidad | 180 cápsulas",180 cápsulas
VHMX01037,49836353159489,"=""X002KLDYJR""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Aceite de Coco + Vitaminas D3 y K2 | B-Life | Apoyo Cardiovascular | 300 cápsulas,300 cápsulas
VHMX01038,49836353257793,"=""X002LJYWFN""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,"3 Mag Blend | B-Life | Citrato, Óxido y Gluconato de Magnesio | Fortalecimiento Muscular | 200 cápsulas",200 cápsulas
VHMX01039,49836353290561,"=""X0033P8DQN""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Mens T Platinum | B-Life | Fórmula para Hombres con Creatina y Acido aspártico | 240 cápsulas,240 cápsulas
VHMX01041,49836353421633,"=""X002N4CIG1""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Icelandic Krill Oil | B-Life | Aceite de Krill EPA y DHA | Apoyo Cardiovascular | 150 cápsulas,150 cápsulas
VHMX01359,49836369510721,"=""7503034737531""",13,dígito verificador no cuadra,,,verificar contra el empaque,"Calostro de Bovino & L-Glutamina 870mg BioIgG de Bioptimizado | Rico en anticuerpos y factores de crecimiento, fortalece el sistema inmunitario y promueve la reparación celular | 100 cápsulas vegetales",100 cápsulas
VHMX01365,49836369838401,"=""503040607008""",12,dígito verificador no cuadra,,,verificar contra el empaque,"NAC (N Acetil Cisteína) + L-Glicina 970mg Glynac de Bioptimizado |  Apoya la desintoxicación del hígado, fortalece el sistema inmunitario | 90 cápsulas vegetales",90 cápsulas
VHMX01376,49836370690369,"=""750140602005""",12,dígito verificador no cuadra,,,verificar contra el empaque,Berberina 500mg de Nutrasana | Apoya la función cardiovascular al mantener niveles saludables de colesterol y triglicéridos | 60 Tabletas Vegetales,60 tabletas
VHMX01417,49836374196545,"=""X0035KI4Z1""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Womens Mult Matur3 | B-Life | Multivitamínico para Mujeres +40 | 180 cápsulas,180 cápsulas
VHMX01418,49836374262081,"=""X0036ECHIL""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Berberina Pure | B-Life | Bienestar Digestivo y Metabólico | 180 cápsulas,180 cápsulas
VHMX01419,49836374294849,"=""X0037P70Y5""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Probióticos 80 Billones Platinum | B-Life | Bienestar Digestivo | 120 cápsulas,120 cápsulas
VHMX01420,49840754393409,"=""X003T8BU4L""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,200 Billion Probiotics B Life Probióticos DRCaps | Salud Digestiva | 120 cápsulas,120 cápsulas
VHMX01421,49836374556993,"=""X003T6C7OF""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,"3 Mag Platinum | B-Life | Citrato, Glicinato y Treonato de Magnesio | Función Muscular | 240 cápsulas",240 cápsulas
VHMX01422,49836374622529,"=""X002N4CGA9""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Enzym Blend | Enzimas Digestivas | Bienestar Digestivo | 180 cápsulas,180 cápsulas
VHMX01423,49836374688065,"=""X0035NDV8N""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,"Mezcla de Colágeno + Ácido Hialurónico | B-Life | Fortalece Piel, Cabello y Uñas | 180 cápsulas",180 cápsulas
VHMX01425,49836374819137,"=""X0034X0EOX""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Citrato de Potasio de B Life | Fortalecimiento Muscular | 240 cápsulas,240 cápsulas
VHMX01426,49836374851905,"=""X002S942UB""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Myo Inositol | B-Life | Fortalece la Salud Hormonal y Metabólica | 180 cápsulas,180 cápsulas
VHMX01427,49836374917441,"=""X0035M5CIV""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Mens Mult Matur3 B Life Multivitamínico | Nutrición Masculina | 180 cápsulas,180 cápsulas
VHMX01428,49836374982977,"=""X002WACSR5""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Omega 3 6 9 B Life Aceite de Pescado y Linaza | Perfil Lipídico | 180 cápsulas,180 cápsulas
VHMX01429,49836375015745,"=""X002FPYSGV""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Joint Blend B Life Glucosamina Condroitina MSM | Soporte Articular | 200 cápsulas,200 cápsulas
VHMX01430,49836375245121,"=""X0030D4OTD""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Night Blend B Life Triptófano GABA Teanina | Descanso Nocturno | 180 cápsulas,180 cápsulas
VHMX01431,49836375310657,"=""X002FPYS5H""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,C Blend Vitamina C | B-Life | Fortalece Sistema Inmune | 240 cápsulas,240 cápsulas
VHMX01432,49836375376193,"=""X0036BGL9F""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Ácido Alfa Lipoico B Life | Apoyo Antioxidante | 180 cápsulas,180 cápsulas
VHMX01433,49836375441729,"=""X002NI5ODL""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Collagen Blend B Life Colágeno e Hialurónico | Cuidado de Piel | 180 cápsulas,180 cápsulas
VHMX01434,49836375605569,"=""X0033GKQAX""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Mushroom Blend B Life Mezcla de 9 Hongos Adaptógenos | 180 cápsulas,180 cápsulas
VHMX01435,49836375671105,"=""X002KJVW2P""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Mens Blend B Life Multivitamínico Masculino y Creatina | 180 cápsulas,180 cápsulas
VHMX01436,49836375736641,"=""X002FQ9XX1""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Apple Cider Vinegar B Life Vinagre de Manzana | Digestión | 180 cápsulas,180 cápsulas
VHMX01437,49836375802177,"=""X002LJZV7L""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Z Blend B Life Zinc Colágeno e Hidrolizado y Vitamina C | 200 cápsulas,200 cápsulas
VHMX01438,49836376064321,"=""X002LJVKUX""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Collagen Bio B Life Colágeno Hidrolizado Biotina y Vitaminas | 200 cápsulas,200 cápsulas
VHMX01439,49836376162625,"=""X002JXO6JX""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Turmeric + Ginger B Life Cúrcuma Jengibre Aceite de Coco y Pimienta | 180 cápsulas,180 cápsulas
VHMX01440,49836376228161,"=""X002LK67RD""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Womens Zen B Life Maca Isoflavonas y Cohosh Negro | Balance Femenino | 150 cápsulas,150 cápsulas
VHMX01441,49836376293697,"=""X002L4RQLZ""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,B Yeast Blend B Life Levadura de Cerveza y Complejo B | 180 cápsulas,180 cápsulas
VHMX01512,49181870752065,"=""19593009459/195893676767a""",25,tiene caracteres no numéricos,,,verificar contra el empaque,COMBO Test Genético Nutrición + Test Genético Skin Care + Envío + Sesión de interpretación de resultados,Sin programa nutricional
VHMX01513,49836378915137,"=""19593009459/195893676767b""",25,tiene caracteres no numéricos,,,verificar contra el empaque,COMBO Test Genético Nutrición + Test Genético Skin Care + Envío + Sesión de interpretación de resultados,Con programa nutricional 3 meses
VHMX01514,49836378947905,"=""19593009459/195893676767c""",25,tiene caracteres no numéricos,,,verificar contra el empaque,COMBO Test Genético Nutrición + Test Genético Skin Care + Envío + Sesión de interpretación de resultados,Con programa nutricional 6 meses
VHMX01788,49836395462977,"=""X0044L5L2T""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,NMN Blend B Life Resveratrol Vitamina C | Longevidad | 180 cápsulas,180 cápsulas
VHMX01789,49836395495745,"=""X003RCDPPL""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,NADH Blend B Life Colágeno y Magnesio | Energía Celular | 180 cápsulas,180 cápsulas
VHMX01790,49836395692353,"=""X0039134EH""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,"Omega 3 Platinum, B Life, EPA 500 mg + DHA 200 mg, 180 cápsulas",180 cápsulas
VHMX01791,49836395725121,"=""X002IV0WN5""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Cardo Mariano + Diente de León 550mg Mlk Thistle Blend de B-Life | 180 Cápsulas,180 cápsulas
VHMX01792,49836395757889,"=""X0035HR3F1""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Co Q-10 Blend B Life Cúrcuma y Coenzima Q10 | Antioxidante | 180 cápsulas,180 cápsulas
VHMX01793,49836395823425,"=""X003T71BZF""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Threonate Mag B Life Treonato Magnesio y Melena de León | 180 cápsulas,180 cápsulas
VHMX01794,49836395856193,"=""x003q7wd0z""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Citrate Mag B Life Citrato de Magnesio y Colágeno | Polvo 600g,600g
VHMX01795,49836395888961,"=""X0037P75R7""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Fórmula a base de L-Tirosina y L-Teanina Clarity Platinum de B-Life | 240 cápsulas,240 cápsulas
VHMX01796,49836395921729,"=""X0035HTLTR""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Glutathione Blend B Life Glutatión Reducido | Antioxidante | 180 cápsulas,180 cápsulas
VHMX01797,49836395954497,"=""X0034SJEFD""",10,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,N-Acetyl Cysteine B Life NAC 1000 mg | Antioxidante | 180 cápsulas,180 cápsulas
VHMX01842,50366941987137,"=""75018538042249""",14,dígito verificador no cuadra,,,verificar contra el empaque,Golden Mushroom de Natural Health | Café Soluble con Adaptógenos y Hongos Funcionales | Polvos 300 gr,300 gr
VHMX02534,50985817309505,"=""81166202325""",11,largo inválido (11),,,verificar contra el empaque,Mutant Whey Protein | Proteína Concentrada | Apoya el crecimiento muscular | 2.27 kg,2.27 kg / Cookies and Cream
VHMX02435,50747502920001,"=""70501635343""",11,largo inválido (11),,,verificar contra el empaque,ISO100 Dymatize | Whey Protein | Aislado de proteína de suero para recuperación Muscular | 2.3 kg,2.3 kg / Fruity
VHMX02119,50923323687233,,0,vacío,,,cargar el EAN del empaque,Total Beauty de Matter | Proteína con probióticos y ácido hialurónico | 700 g,700 gr / Choco-Cacahuate
VHMX02039,50588361556289,,0,vacío,,,cargar el EAN del empaque,"YIELPI-1 de Matter| Berberina GlucoVantage®, Picolinato de Cromo, Extracto de Mora y Pimienta Negra | 30 Cápsulas",30 Cápsulas
VHMX02040,50588660990273,,0,vacío,,,cargar el EAN del empaque,Magno-N Mora de Matter | L-Treonato de Magnesio Magtein™ & GABA | 180 gr,180 gr
VHMX02091,50605899841857,"=""75003038787170""",14,dígito verificador no cuadra,,,verificar contra el empaque,Beauty Blend de Lalun | Extractos orgánicos de hongos funcionales | 60 Cápsulas,60 Cápsulas
VHMX02057,50657567277377,"=""7471559853104""",13,dígito verificador no cuadra,,,verificar contra el empaque,"Glicinato de Magnesio 500 mg NATSA,  | Apoya la función muscular y neuromuscular | 100 cápsulas",100 cápsulas
VHMX02059,50657650606401,"=""7461559854926""",13,dígito verificador no cuadra,,,verificar contra el empaque,Hoja de Guanábana 400 mg NATSA | Ideal para rutinas de desintoxicación y equilibrio | 100 cápsulas,100 cápsulas
VHMX02115,50662885753153,,0,vacío,,,cargar el EAN del empaque,Ashwagandha optimizada + Magnesio | Kit Duerme Bien de Briah,60 Cápsulas cada Frasco
VHMX02147,50730744348993,"=""a 0634240216527""",15,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,GüdZen Probióticos de GüdGut | Conexción Intestino Cerebro| 30 Cápsulas veganas,60 Cápsulas
VHMX02407,50750613619009,"=""#N/A""",4,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,Astrágalo Orgánico en Gotas de MaryRuth’s | Sistema inmune y energía | 30 ml,30 ml
VHMX02413,50750615322945,"=""VHMX02412""",9,tiene caracteres no numéricos,,,no es un EAN (parece código de Amazon/interno); cargar el del empaque,"Jengibre, hinojo, toronjil y manzanilla de MaryRuth’s| Relajación nocturna | 120 ml",120 ml
VHMX02362,50750615617857,,0,vacío,,,cargar el EAN del empaque,Combinado para el crecimiento del cabello de MaryRuth’s| Crecimiento capilar y cuidado de piel | 450 ml,450 ml
VHMX02409,50750615847233,,0,vacío,,,cargar el EAN del empaque,Multimineral nocturno niños de MaryRuth’s | Sueño y Descanso | 450 ml,450 ml
VHMX02406,50750615880001,,0,vacío,,,cargar el EAN del empaque,Gomitas para menopausia de MaryRuth’s| Contribuye al equilibrio del estado de ánimo | 60 Gomitas,60 gomitas
VHMX02493,50861546701121,"=""7503034963910""",13,dígito verificador no cuadra,,,verificar contra el empaque,"Colágeno Grass-Fed Vital-PRO de Nutrasana | Apoya el aspecto de la piel, cabello y uñas | Polvo 300 g",300 gr
VHMX02539,51040832684353,,0,vacío,,,cargar el EAN del empaque,Magnesio glicinato CellX TRAACS 230 mg | Favorece la relajación natural del cuerpo | 120 cápsulas,120 Cápsulas
VHMX02544,51062309749057,,0,vacío,,,cargar el EAN del empaque,Plan Descanso Total | Por la Lic. Paulina Servin,60 cápsulas / 60 Cápsulas
VHMX02658,51513907773761,,0,vacío,,,cargar el EAN del empaque,EpigenTest NutriADN análisis epigenético bienestar,1 Kit
VHMX02657,51521402339649,,0,vacío,,,cargar el EAN del empaque,SensiTest+ NutriADN prueba digestiva intolerancias,1 Kit
VHMX02659,51525168988481,,0,vacío,,,cargar el EAN del empaque,GutBiome Test NutriADN microbiota digestiva avanzada,1 Kit
VHMX02656,51525200838977,,0,vacío,,,cargar el EAN del empaque,Prueba genética nutriADN Avanzada NutriADN bienestar,1 Kit
VHMX02777,52198691504449,,0,vacío,,,cargar el EAN del empaque,Prenat Core CellX Femme Multivitamínico Prenatal Metilfolato y Minerales Quelados | 90 cápsulas,90 cápsulas
