sku,titulo,variante,Unidad,Unidades x dosis,contenido,dosis_totales,confianza,fuente,evidencia
VHMX01525,"Metil Folato 400 mcg DFE de KAL | Función cardiovascular y cognitiva, Bienestar mental, Apoyo en el embarazo, Desarrollo",90 tabletas,Tabletas,1,90,90,alta,texto,Tomar 1 tableta
VHMX01520,"Citrato de Calcio 1000mg de KAL con Hoja de Berro, Diente de León y Extracto de Perejil | Apoyo Óseo | 120 Cápsulas Vege",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX01521,"CMZ Max Calcio, Magnesio y Zinc de KAL | Apoyo Óseo y Muscular | 100 Cápsulas Vegetales",100 cápsulas,Cápsulas vegetales,3,100,33,alta,imagen,"etiqueta: Tamaño de porción 3 tabletas (4.59g), 33 porciones por envase. Producto VEGETARIAN. Unidad corregida de Tabletas a Cápsulas vegetales."
VHMX01528,Papaya Zyme de KAL Enzimas Digestivas | Proporciona enzimas naturales para una digestión más cómoda y eficiente | 100 Ta,100 tabletas masticables,Tabletas masticables,1,100,100,alta,texto,Tomar 1 tableta masticable
VHMX01532,"Z Max Quelato de Aminoácido de Zinc de KAL | Sistema inmunológico, Bienestar de la piel, Equilibrio hormonal, Antioxidan",100 tabletas,Tabletas,1,100,100,alta,texto,Tomar 1 tableta
VHMX01533,L-Glutamina en Polvo Fermentado de Fuente Vegana de MRM Nutrition | Apoyo Muscular y Digestivo | 325g,325g,Medidas,1,325,65,alta,imagen,"etiqueta: Serving Size 1 Scoop (5 grams), Servings Per Container 65. 65×5g=325g ✓."
VHMX01538,"Spirulina / Espirulina (Alga Entera Orgánica) 410 mg de Solaray | Funcionamiento cerebro-vascular, Mejora del sistema in",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01544,"Inositol 500mg de Solaray | Regulación de la ansiedad, Bienestar hormonal, Función cognitiva, Promueve la calma | 100 cá",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX01563,"Myo-Inositol, D Chiro, Ácido R-Lipoico y Cinsulin® 5g SOP Complejo de Matter | Apoyo contra el Síndrome de Ovario Poliqu",225g,Medidas,1,225,45,alta,imagen,"etiqueta: Tamaño de la porción 1 medida (5g), Porciones por envase 45. 45×5g=225g ✓."
VHMX01551,"Selenio 100 mcg de L-Selenometionina Libre de Levadura de Solaray | Antioxidante, Función Tiroidea, Refuerza el Sistema ",90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX01606,"Melatonina, Citrato de Magnesio, Calcio, GABA y 5HTP de Michael's Health | Formula diseñada para apoyar el sueño y buen ",30 cápsulas,Cápsulas,3,30,10,alta,texto,Tomar 3 cápsulas
VHMX01607,"L-Arginina 2250mg, Citrulina 750mg & Betabel Orgánico de Michael´s Health | Promueve una mejor circulación y rendimiento",45 tabletas,Tabletas,3,45,15,alta,texto,Tomar 3 tabletas
VHMX01608,"Multivitamínico para Niños - Vitaminas del Complejo B, A,C, D3, E y Minerales de Michael's Health | Soporte nutricional ",60 masticables,Tabletas masticables,2,60,30,alta,imagen,etiqueta: Serving Size 1 Wafer (1-3yrs) / 2 Wafers (4-8yrs). Dosis máxima = 2. 60 tabletas / 2 = 30 porciones (dosis adulta/mayor).
VHMX01609,Enzimas Digestivas  600mg de Michael's Health | Apoya la recuperación muscular después del ejercicio y el Bienestar Dige,90 tabletas,Tabletas,6,90,15,alta,texto,Tomar 6 tabletas
VHMX01610,"Colina, B6, Inositol, Lecitina y otros compuestos de Michael's Health |  Apoyo en el metabolismo de las grasas y optimiz",90 tabletas,Tabletas,6,90,15,alta,texto,Tomar 6 tabletas
VHMX01676,Ubiquinol Coenzima Q10 100 mg Kaneka™  de Health Thru Nutrition | Actúa como antioxidante y energizante celular | 120 cá,120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX01611,"Multivitamínico para Hombres - Vitaminas A, C, D, E, Ginseng Asiático y Serenoa de Michael's Health | Apoyo integral par",90 tabletas,Cápsulas vegetales,3,90,30,alta,imagen,"etiqueta: Serving Size Three (3) Veggie Capsules, 30 servings per container. Todo coincide."
VHMX01612,"Vitamina C, D3, B3, B5, B6, Calcio, Panax Ginseng y otros compuestos de Michael's Health | Bienestar masculino | 60 tabl",60 tabletas,Tabletas,1,60,60,alta,texto,Tomar 1 tableta
VHMX01613,"Vitamina C,B5, B6, D3, Calcio, Yodo, Magnesio y Combinado de Hierbas de Micahel's Health | Extractos orgánicos formulado",90 tabletas,Tabletas,4,90,22.5,alta,texto,Tomar 4 tabletas
VHMX01677,"Cúrcuma 500 mg de Kaneka™ de Heath Thru Nutrition | Apoya la función articular, reduciendo la inflamación  | 120 y 60 cá",120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 1 o 2 cápsulas
VHMX01614,"Rhodiola Rosea, Ashwagandha, Vitamina C, B12,B5, Calcio de Michael's Health | Apoya la respuesta al estrés y el equilibr",60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01678,"PQQ (Pirroloquinolina quinona) 20 mg Kaneka™ de Health Thru Nutrition | Apoyo al sistema inmunológico, antioxidante | 12",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX01734,Ácido Alfa Lipoico de Best Naturals 600 mg | Apoyo al Metabolismo de la Glucosa para la Energía Celular | 60 Cápsulas,60 Cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01615,"Vitaminas B3, B6, D3, Colina, Magnesio y Mezcla Patentada de Michael's Health | Elaborado para promover el metabolismo s",90 tabletas,Tabletas,6,90,15,alta,texto,Tomar 6 tabletas
VHMX01735,Óxido de Magnesio de Best Naturals | Fortalecimiento Óseo y Función Muscular Óptima | 180 Tabletas de 500 mg,180 tabletas,Tabletas,1,180,180,alta,texto,Tomar 1 tableta
VHMX01736,Polvo de hoja de Alfalfa 500mg de Best Naturals  | Apoyo Nutricional y Bienestar Digestivo Integral |  180 Cápsulas,180 Cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX01616,"Diente de León, Semilla de Lino, Calabaza – Vitaminas, Minerales & Mezcla Patentada de Michael's Health | Formula que ap",84 cápsulas,Tabletas vegetales,3,84,28,alta,imagen,"etiqueta: Serving Size Three (3) Packets Daily, 84 Vegetarian Tablets total. 84/3 = 28 porciones."
VHMX01617,"Multivitamínico para Mujeres con Vitaminas A, C, D, E con Cardo Bendito y Dong Quai de Michael's Health | Formula diseña",90 tabletas,Cápsulas vegetales,3,90,30,alta,imagen,etiqueta: Serving Size Three (3) Veggie Capsules; contenido 90; 30 porciones calculadas (90÷3)
VHMX01618,"Eleuthero, Cúrcuma, Vitamina C, B12,B5, Calcio y Ácido Pantoténico de Michael's Health |  Apoya la función adrenal y ayu",60 tabletas,Tabletas,3,60,20,alta,imagen,"etiqueta: Serving Size Three (3) Tablets, 30 servings per container — pero contenido=60 tabletas y dosis=3 → 60÷3=20 dosis_totales. Etiqueta dice 30 servings, posible discrepancia con variante de 90 tabs; ajusto por contenido declarado"
VHMX01637,Cleanse & Flush 15 días de Nature’s Secret | Favorece la desintoxicación digestiva | 60 tabletas,60 Tabletas,Tabletas,2,60,30,alta,texto,Tomar 2 tabletas
VHMX01619,"Vitaminas B6, D3, Hawthorn Berry, Flor de Lúpulo, Calcio y Citrato Magnesio de Michael's Health | Factores™ de Presión A",60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01620,"Calcio, Raíz de Malvavisco, Corteza de Cerezo Silvestre de Michael's Health | Apoya la digestión después de las comidas ",90 masticables,Tabletas masticables,3,90,30,alta,imagen,etiqueta: Serving Size Three (3) Chewable Wafers; contenido 90; dosis_totales calculadas 90÷3=30
VHMX01621,D3 5000 IU con Vitamina K2 90mcg de Michael's Health | Apoya el sistema inmunológico | 90 Masticables Vegetarianos Sabor,90 masticables,Tabletas masticables,1,90,90,alta,texto,Tomar 1 tableta masticable
VHMX01622,"Vitamina A 10.000 IU, Vitamina C, Vitamina D3, Zinc de Michael's Health | Soporte Integral que Fortalece el Sistema Inmu",60 Cápsulas,Tabletas,2,60,30,alta,imagen,"etiqueta: Serving Size Two (2) Tablets, 30 servings per container; contenido 60"
VHMX01623,"Ginkgo Biloba, Gotu Kola y Colina de Michael's Health -| Función Cognitiva, Memoria & Concentración | 60 Cápsulas Vegeta",60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01624,"Calcio 300 mg, Magnesio 300 mg, Alfalfa de Michael's Health | Diseñadas para fortalecer los huesos, apoyar el sistema mu",90 masticables,Tabletas masticables,2,90,45,alta,texto,Tomar 2 tabletas masticables
VHMX01625,"Fenogreco, corteza de olmo resbaladizo, hoja de gordolobo 3300mg de Michael's Health | Diseñadas para ofrecer apoyo inte",60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01680,L-Teanina 200 mg de Health Thru Nutrition | Promueve la Relajación y el Enfoque Mental | 60 cápsulas Blandas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01681,Aceite de Semilla Negra (Black Seed Oil) 500 mg + 2% de Timoquinona de Health Thru Nutrition | Promueve el Bienestar Gen,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 1 o 2 cápsulas
VHMX01682,Luteína 20 mg + Zeaxantina 4 mg de Health Thru Nutrition | Actúa como antioxidante y energizante celular | 60 cápsulas B,60 cápsulas,Softgels,1,60,60,alta,texto,Tomar 1 cápsula blanda
VHMX01626,"Raíz de uva de Oregón, Equinácea, Vitamina A y Vitamina C, Calcio, Zinc de Michael's Health | Contribuye al funcionamien",60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01683,Boswellia 300 mg de Health Thru Nutrition | Actúa como antiinflamatorio y antioxidante | 60 cápsulas Blandas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01627,Skin Factors de Michael Health | Apoyo dérmico y antioxidante | 90 Cápsulas Vegetales,90 tabletas,Tabletas,3,90,30,alta,texto,Tomar 3 tabletas
VHMX01684,Enzimas Digestivas 520 mg + Calcio 120 mg de Health Thru Nutrition | Apoya la Digestión y Contribuye a la absorción de n,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01628,"Cardo mariano, Raíz de diente de león y Lecitina 1715mg + Vitaminas de Michael's Health | Estimula el metabolismo de gra",60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01629,"Rhodiola, Ashwagandha, B5, B6, Calcio Thyrodrenal de Michael's Health | Contribuye a reducir el estrés, mejora el metabo",60 tabletas,Cápsulas vegetales,2,60,30,alta,imagen,etiqueta: Serving Size Two (2) Veggie Capsules; contenido 60; dosis_totales calculadas 60÷2=30
VHMX01685,Ácido Caprílico 600 mg de Health Thru Nutrition | Bienestar Digestivo y Soporte del Sistema Inmunológico | 100 cápsulas,100 cápsulas,Softgels,3,100,33.3,alta,texto,Tomar de 1 a 3 cápsulas blandas
VHMX01630,"Multivitamínico para adolescentes mujeres - Dong Quai, Diente de León + Vitaminas A, C, D, E de Michael's Health | Contr",60 tabletas,Tabletas,2,60,30,alta,imagen,"etiqueta: Serving Size Two (2) Tablets, 30 servings per container; contenido 60"
VHMX01631,"Cáscara de Nuez Negra, Semillas de Calabaza, Clavo y otras Hierbas 2620mg de Michael's Health | Diseñado para promover u",60 Cápsulas,Cápsulas,4,60,15,alta,texto,Tomar 4 cápsulas
VHMX01632,Vitamina B6 & Citrato de Potasio + Combinado de Hierbas 2700mg de Michael's Health | Apoyo para el Bienestar Digestivo |,60 tabletas,Tabletas,3,60,20,alta,texto,Tomar 3 tabletas
VHMX01633,"Vitamina B6, Manganeso y Cromo + Mezcla Patentada de Hierbas 600mg de Michael's Health | Favorece el equilibrio hormonal",60 cápsulas,Cápsulas,3,60,20,alta,texto,Tomar 3 cápsulas
VHMX01737,"Aceite de Orégano de Best Naturals | Propiedades Antimicrobianas, Antioxidantes y Digestivas | 250 mg 120 Cápsulas Bland",120 Capsulas,Softgels,1,120,120,alta,texto,Tomar 1 cápsula blanda
VHMX01738,Fruta de Vitex de Best Naturals | Bienestar Femenino | 400 mg 250 Cápsulas,250 capsulas,Cápsulas,1,250,250,alta,texto,Tomar 1 cápsula
VHMX01739,Extracto de Astrágalo de Best Naturals | Fortalecimiento del Sistema Inmunológico y Acción Antioxidante Poderosa | 1000,120 Capsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX01740,Bromelina de Best Naturals | Digestión Óptima y Acción Antiinflamatoria Potente | 500 mg 120 Tabletas,120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX01741,"Complejo de L-Arginina y L-Citrulina de Best Naturals | Mejora de la Circulación, Energía y Función Muscular | 1000 mg 1",120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX01742,Extracto de Granada de Best Naturals | Antioxidante Potente y Soporte para el Sistema Cardiovascular | 250 mg 250 Cápsul,250 cápsulas,Cápsulas,2,250,125,alta,texto,Tomar 2 cápsulas
VHMX01743,Estroncio de Best Naturals | Fortalecimiento Óseo y Mantenimiento Articular | 680 mg por Porción 90 Cápsulas,90 cápsulas,Cápsulas,2,90,45,alta,texto,Tomar 2 cápsulas
VHMX01745,Enzima Lactasa de Best Naturals | Digestión Mejorada y Alivio de la Intolerancia a la Lactosa | 180 Tabletas,180 tabletas,Tabletas,1,180,180,alta,texto,Tomar 1 tableta
VHMX01744,L-Teanina de Best Naturals | Relajación Natural y Reducción del Estrés Cotidiano | 200 mg 120 Tabletas,120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX01746,"Inositol de Best Naturals | Soporte Celular, Nervioso y Equilibrio Mental | 1000 mg 120 Tabletas",120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX01747,"Boro de Best Naturals | Apoyo Óseo, Estructural y Metabólico Integral | 5 mg 240 Tabletas",240 Cápsulas,Tabletas,1,240,240,alta,imagen,"etiqueta: Serving Size 1 Tablet, Servings Per Container 240; contenido 240"
VHMX01748,Serrapeptasa de Best Naturals | Enzima Proteolítica y Apoyo Antiinflamatorio Completo | 40000 SPU 180 Cápsulas,180 Cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX01749,Complejo de Polen de Abeja de Best Naturals | Energía y Apoyo Nutricional | 120 Tabletas,120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX01750,Acetil L-Carnitina y ALA de Best Naturals | Apoyo Energético y Antioxidante | 750 mg 120 Cápsulas,120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX01751,Ácido Hialurónico de Best Naturals | Apoyo a la Piel y Articulaciones | 100 mg 120 Cápsulas,120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX01752,Resveratrol de Best Naturals | Antioxidante y Apoyo Cardiovascular | 500 mg 60 Cápsulas,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01753,Betaína HCL de Best Naturals | Apoyo Digestivo | 648 mg 250 Cápsulas,250 cápsulas,Cápsulas,1,250,250,alta,texto,Tomar 1 cápsula
VHMX01754,Ácido Alfa Lipoico de Best Naturals | Potente Antioxidante y Apoyo Metabólico | 600 mg 120 Cápsulas,120 Cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX01755,L-Triptófano de Best Naturals | Apoyo al Estado de Ánimo y Sueño | 500 mg 120 Cápsulas,120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX01636,"Extracto de cúrcuma, Alfalfa, Potasio, Vitaminas D3,B3,B5, Magnesio de Michael's Health | Aporta antioxidantes y compues",60 tabletas,Tabletas,4,60,15,alta,texto,Tomar 4 tabletas
VHMX01635,"Multivitamínico para Adolescentes Varones - Vitaminas A, C, D, E, B y minerales esenciales de Michael's Health | Contrib",60 tabletas,Tabletas,2,60,30,alta,imagen,"etiqueta: Serving Size Two (2) Tablets, 30 servings per container; contenido 60"
VHMX01691,Resveratrol 100 mg de Health Thru Nutrition | Actúa como antiinflamatorio y antioxidante | 60 cápsulas Blandas,60 cápsulas,Softgels,1,60,60,alta,texto,Tomar una cápsula blanda
VHMX01696,"Berberina Fuerza Clínica 500 mg de Health Thru Nutrition | Beneficia la función intestinal, Apoya el metabolismo | 60 cá",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01634,"Zinc, Polen de Abeja y Extracto de baya Saw Palmetto con Vitaminas y Minerales de Michael's Health | Apoyo de la función",60 tabletas,Tabletas,4,60,15,alta,texto,Tomar 4 tabletas
VHMX01694,"Coenzima Q10 100 mg + BioPerina 5mg Health Thru Nutrition | Apoyo cardiovascular, Antioxidate | 120 cápsulas Blandas",120 cápsulas,Softgels,1,120,120,alta,texto,Tomar 1 cápsula blanda
VHMX01688,"PQQ (Pirroloquinolina quinona) 40 mg de Health Thru Nutrition | Apoyo al sistema inmunológico, antioxidante | 120 y 30 C",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula vegetal
VHMX01689,"Curcu-Gel Ultra 650 mg de Health Thru Nutrition | Apoyo cardiovascular, Antioxidate | 60 cápsulas Blandas",60 cápsulas,Softgels,1,60,60,alta,texto,Tomar 1 cápsula blanda
VHMX01759,Colágeno Hidrolizado de Tipo 1 y 3 10g por porción de Entera Pharma | Favorece la elasticidad y firmeza de la piel - Apo,500g,Gramos,10,500,50,alta,imagen,"etiqueta: Tamaño de la Porción 10g, Porciones por envase 50; contenido 500g"
VHMX01760,"Colágeno Hidrolizado tipo 2 con Calcio, Magnesio y Vitaminas C & D de Entera Pharma | Favorece la función y flexibilidad",300g,Gramos,10,300,30,alta,imagen,"etiqueta: Tamaño de la porción 10g, Porciones por envase 30; contenido 300g"
VHMX01761,"Colágeno Tipo I, II y III  9.75g & Bisglicinato Magnesio 250mg de Entera Pharma | Fortalece las articulaciones y los hue",300g,Gramos,10,300,30,alta,imagen,"etiqueta: Tamaño de la porción 10g, Porciones por envase 30; contenido 300g"
VHMX01690,PureQQ 20mg + Coenzima Q10 60mg + L-Arginina 400mg CelluRex 640 mg de Health Thru Nutrition | Apoya la circulación | 60,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01692,"Pycnogenol 50 mg de Health Thru Nutrition | Apoyo articular, Refuerzo inmunológico | 30 cápsulas Blandas",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar una cápsula vegetal
VHMX01693,"Curcu-Gel Ultra 325 mg de Health Thru Nutrition | Apoyo cardiovascular, Antioxidate | 60 cápsulas Blandas",60 cápsulas,Softgels,1,60,60,alta,texto,Tomar una cápsula blanda
VHMX01644,"Sunny Mood con Rhodiola de Irwin Naturals | Equilibrio Emocional, claridad mental y enfoque | 75 cápsulas",75 Cápsulas,Softgels,3,75,25,alta,texto,Tomar 3 cápsulas blandas
VHMX01756,Glicina de Best Naturals | Apoyo Relajante y Metabólico | 1000 mg 180 Cápsulas,180 Cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX01762,"Colágeno Hidrolizado (Péptidos de Colágeno Tipo I, II y III) de Entera Pharma | Fortalece las Articulaciones y los Hueso",300g,Gramos,10,300,30,alta,imagen,"etiqueta: Tamaño de la porción 10g, Porciones por envase 30; contenido 300g"
VHMX01763,Citrato de Magnesio + Fibra Prebiótica 4g por porción de Entera Pharma | Polvo de 360g Sabor Limón Frambuesa - 85 porcio,360g,Cucharadas,1,360,85,alta,imagen,"etiqueta: Tamaño de la Porción 4g (1 cucharada dosificadora), Porciones por envase 85; contenido 360g"
VHMX01764,"Citrato de Zinc, Selenio de metionina y Vitamina C en una matriz de fibra prebiótica 400mg de Entera Pharma | Apoya la f",60 tabletas,Tabletas,1,60,60,alta,texto,Tomar 1 tableta
VHMX01765,"K2+D3 + Aceite MCT 600mg de Entera Pharma | Soporte nutricional práctico en el mantenimiento de huesos, función muscular",180 cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX01679,Ubiquinol Coenzima Q10 50 mg Kaneka™  de Health Thru Nutrition | Actúa como antioxidante y energizante celular | 90 cáps,90 cápsulas,Softgels,1,90,90,alta,texto,Tomar 1 cápsula blanda
VHMX01641,Testosterona UP RED con Extracto de raíz de maca de Irwin Naturals | Incrementa la energía y favorece la vitalidad mascu,60 Cápsulas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01642,3 in 1 Joint Fórmula de Irwin Naturals | Apoya la movilidad y flexibilidad articular | 90 cápsulas,90 Cápsulas,Softgels,6,90,15,alta,texto,Tomar 6 cápsulas blandas
VHMX01643,Healthy Brain All-Day Focus con Ginkgo Biloba de Irwin Naturals | Apoya la memoria y la claridad mental | 60 cápsulas,60 Cápsulas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01646,Vision Sharp con Luteína de Irwin Naturals | Favorece el enfoque visual en adultos | 42 cápsulas,42 Cápsulas,Softgels,2,42,21,alta,texto,Tomar 2 cápsulas blandas
VHMX01647,Steel Líbido RED con L-Citrulina de Irwin Naturals | Contribuye al bienestar masculino | 75 cápsulas blandas,75 Cápsulas,Cápsulas,4,75,18.8,alta,texto,Tomar 4 cápsulas
VHMX01697,Té verde + Cafeína + Vitaminas del Complejo B de Nature's Answer | Shot energético diseñado para potenciar la energía de,60ml,ml,60,60,1,alta,imagen,"etiqueta: Serving Size 2 oz (60 mL), Servings Per Container 1; es un shot de dosis única"
VHMX01700,Extracto líquido de nuez 2ml por porción de Nature's Answer | Apoyo de la función digestiva e Inmunológica | 30ml - 15 s,30ml,Goteros,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 81 drops), Servings Per Container 15; producto en gotero 30 mL"
VHMX01701,Cardo Mariano 2000mg por porción de Nature's Answer | Propiedades antioxidantes y apoyo a la función hepática - Detoxifi,30ml,Goteros,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 56 drops), Servings Per Container 15; producto en gotero 30 mL"
VHMX01702,Extracto líquido de Raíz de Jengibre 1000mg de Nature's Answer | Contribuye al equilibrio intestinal | Gotero de 30ml,30ml,Goteros,1,30,30,alta,imagen,"etiqueta: Serving Size 1 mL (approx. 43 drops), Servings Per Container 30; producto en gotero 30 mL"
VHMX01703,Raíz de Ñame Silvestre (Wild Yam) 220mg por porción de Nature's Answer | Apoyo para el bienestar femenino - Efecto calma,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01704,Hongo Reishi 1000mg por porción de Nature's Answer | Fortalece el Sistema Inmunológico - Antioxidante Natural | 60 cápsu,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01705,Extracto fluido de trébol rojo 2000mg por porción de Nature's Answer |  Apoyo a la menopausia | Gotero de 30ml,30ml,Goteros,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 63 drops), Servings Per Container 15; producto en gotero 30 mL"
VHMX01706,"Extracto de Ortiga 2000mg por porción de Nature's Answer |  Antioxidante Natural, favorece eliminación de toxinas | Gote",30ml,Goteros,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 87 drops), Servings Per Container 15; producto en gotero 30 mL"
VHMX01707,Aceite de Ajo 2000mg de Nature's Answer | Favorece el sistema cardiovascular | Gotero de 30ml,30ml,Goteros,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 75 drops), Servings Per Container 15; producto en gotero 30 mL"
VHMX01708,"Extracto de Espino 2,000 mg por porción de Nature’s Answer | Apoyo del Sistema Cardiovascular y reduce la tensión nervio",30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 73 drops), Servings Per Container 15"
VHMX01710,"Extracto de Raíz de Diente de León 1260mg por porción de Nature's Answer | Apoya la función hepática y desintoxicante, R",90 cápsulas,Cápsulas,2,90,45,alta,texto,Tomar 2 cápsulas
VHMX01709,VTEX (V. Agnus Castus) 40mg por porción de Nature's Answer | Formula diseñada para apoyar el equilibrio hormonal femenin,90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula vegetal
VHMX01648,Beet Root RED™ de Irwin Naturals con Betalaínas | Contribuye al rendimiento físico | 60 cápsulas,60 Cápsulas,Cápsulas,4,60,15,alta,texto,Tomar 4 cápsulas
VHMX01649,Raíz de Maca y Ashwagandha con Ginsenósidos de Irwin Naturals | Apoya la respuesta adaptativa al estrés | 75 Cápsulas,75 Cápsulas,Cápsulas,4,75,18.8,alta,texto,Tomar 4 cápsulas
VHMX01711,Extracto de hoja de Gordolobo 2000mg por porción de Nature's Answer | Promueve una función respiratoria saludable | Gote,30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 72 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01712,"Cola de Caballo 2000mg de Nature's Answer | Fortalecimiento del Cabello, la Piel y las Uñas - Aporta antioxidantes natur",30ml,ml,1,30,,baja,imagen,"solo imagen frontal disponible (img_0.webp), sin tabla nutrimental legible. Campos del batch conservados sin cambio"
VHMX01714,"Extracto Liquido de Passiflora 2000mg por porción de Nature's Answer | Propiedades calmantes naturales, que ayudan a pro",30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 74 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01715,Raíz de Valeriana 1000mg de Nature's Answer  | Promueve la relajación y mejora la calidad del sueño - Apoyo en momentos,30ml,ml,1,60,60,alta,imagen,"etiqueta: Serving Size 1 mL (approx. 35 drops), Servings Per Container 60, Net 2 fl oz (60 mL). Batch traía contenido=30, corregido a 60"
VHMX01716,Raíz de Astrágalo 2000mg de  Nature's Answer |  Refuerza las defensas y apoya el cuerpo en momentos de fatiga | Gotero d,30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 56 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01717,Extracto de Raíz de Diente de León 2000mg por porción de Nature's Answer | Bienestar General | Gotero de 30ml,30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 51 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01718,Equinácea Purpurea de 1000mg de Nature's Answer | Fortalece el Sistema Inmunológico - Combate infecciones respiratorias,30ml,ml,1,30,30,alta,imagen,"etiqueta: Serving Size 1 mL (approx. 28 drops), Servings Per Container 30"
VHMX01719,Raíz de malvavisco 2000mg de Nature's Answer | Propiedades naturales que actúan como calmantes y beneficios para el sist,30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 56 drops), Servings Per Container 15"
VHMX01720,Extracto de Sarsaparrilla 2000mg de Nature's Answer | Ayuda en el mantenimiento de niveles saludables de energía y el bi,30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 49 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01721,"Baya de Schisandra 2000mg de Nature's Answer |  Mejora la respuesta al estrés, apoya la energía y vitalidad  | Gotero de",30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 69 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
